number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,cross_border_indicator,financial_fraud_indicator,property_offence_indicator,organized_operation_indicator,repeat_offender_indicator,social_engineering_indicator,ipc_379,ipc_420,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,fake_call_center_indicator,parallel_telephone_exchange_indicator,bulk_corporate_sim_indicator,forged_company_indicator,voip_calling_indicator,government_telecom_revenue_loss,vishing_indicator,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,multiple_calling_numbers_indicator,it_act_66d,telegraph_act_sections,internet_banking_software_targeted,banking_password_compromised,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,account_frozen_indicator,suspicious_credit_not_reported,bank_correction_request_absent,is_fund_transit_velocity_applicable,fund_transit_velocity_minutes,fan_in_count,fraudulent_website_count,payment_gateway_count,linked_beneficiary_account_count,card_credential_harvesting_indicator,it_act_66,it_act_66c,vehicle_assisted_theft,helmet_concealment_indicator,victim_walking_alone_indicator,victim_approached_from_behind,physical_force_used,stolen_physical_asset_count,stolen_asset_recovered,victim_identification_success,test_identification_parade_validity,reasonable_doubt_identity_gap,ipc_356,ipc_392,ipc_411,ipc_448,ipc_380,network_degree,network_betweenness,topological_kingpin_score,court_level_High Court,court_level_Supreme Court,court_level_Trial Court,case_type_Sec 439 CrPC (Regular Bail),case_type_Sec 482 CrPC (Quashing),case_type_Trial Judgment,case_type_Writ Petition (Detention),label_entity_role,label_high_risk_cyber_syndicate,label_bail_or_custody_relief,label_conviction_outcome
7,2,1,0,0,0,0,0,0,0,0,0,0,0.2885,0,28,1,1,0,0,0,0,0,0,0,0.0044,2,1.1415,30.98,0,0,0,0,0,0.0,0.0864,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.0759,0.0691,0,0,1,0,1,0,0,0,0,1,0
4,25,59,1,0,1,0,1,1,0,0,1,1,0.8867,1,55,1,0,0,0,0,0,0,0,0,0.1011,2,1.1267,31.66,0,0,0,1,1,2331850.72,0.2495,1,1,1,1,11.55,20,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0.1179,0.0512,0,0,1,1,0,0,0,3,1,0,1
4,2,1,0,0,0,1,0,0,0,1,0,0,0.7218,0,27,0,0,0,0,0,0,0,0,0,0.0748,2,1.0,134.35,0,0,0,0,0,5186.48,0.083,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,1,1,0,1,1,1,0,0,4,0.0992,0.0617,0,0,1,0,0,0,1,2,0,0,1
2,2,1,0,0,0,1,0,1,0,1,0,0,0.6784,1,131,0,0,0,0,0,0,0,0,0,0.0642,4,1.0,103.57,0,0,0,0,0,18595.31,0.0682,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1,0,1,0,0,1,1,2,0.0498,0.0453,1,0,0,0,1,0,0,2,0,0,1
2,21,35,1,0,1,0,1,1,0,0,1,1,0.5083,1,188,0,0,0,0,0,0,0,0,0,0.1117,2,1.1966,154.39,0,0,0,1,1,2344385.54,0.4829,1,1,1,1,3.43,8,0,0,13,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0.2897,0.0924,1,0,0,1,0,0,0,4,1,0,0
27,21,84,0,0,1,0,1,0,0,0,1,1,0.5437,1,152,0,0,0,0,0,0,0,0,0,0.1401,6,1.2956,44.13,0,0,0,1,1,12450834.71,0.5978,1,1,1,1,1.96,17,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,0.198,0.0615,0,0,1,1,0,0,0,4,1,1,0
4,24,95,1,0,1,0,1,1,0,0,1,1,0.7843,0,79,1,1,0,0,0,0,0,0,0,0.0416,4,1.0,110.87,0,0,0,1,1,10844379.23,0.1717,1,1,1,1,4.82,16,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0.16,0.0553,0,0,1,1,0,0,0,4,1,0,1
7,3,15,1,0,1,0,1,0,0,0,1,1,0.9657,1,175,0,0,0,0,0,0,0,0,0,0.0762,8,1.0888,81.6,0,0,0,1,1,4860687.09,0.9719,1,1,1,1,13.22,6,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,0.2595,0.073,1,0,0,1,0,0,0,4,1,0,1
1,3,1,0,0,0,1,1,0,0,1,0,0,0.455,1,81,1,1,0,0,0,0,0,0,0,0.0349,2,1.0,33.33,0,0,0,0,0,25877.21,0.0159,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,1,1,1,1,0,1,2,0.0852,0.0776,0,0,1,0,1,0,0,0,0,1,0
1,5,70,1,0,1,0,1,1,1,0,1,1,0.7545,1,60,1,1,1,0,1,0,0,0,1,0.9511,55,5.3683,229.3,1,1,0,0,0,2911249.24,0.0303,0,0,0,1,20.39,0,2,4,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0.0589,0.0366,1,0,0,1,0,0,0,3,1,0,1
1,3,2,0,0,0,1,1,0,0,1,0,0,0.7915,1,31,0,0,0,0,0,0,0,0,0,0.0575,8,1.1986,59.67,0,0,0,0,0,16127.37,0.0512,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,2,1,0,0,1,1,1,1,0,0,2,0.0821,0.0747,0,0,1,0,1,0,0,2,0,1,0
7,1,1,1,0,0,0,0,0,0,0,0,0,0.1685,1,24,0,0,0,0,0,0,0,0,0,0.1101,2,1.2612,153.26,0,0,0,0,0,0.0,0.097,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0383,0.0553,0,0,1,0,0,1,0,0,0,1,0
7,10,52,1,0,1,0,1,0,0,0,1,1,0.8211,1,167,1,1,0,1,1,1,1,1,0,0.4922,451,9.1242,69.87,1,1,1,0,0,464912.91,0.1109,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.0658,0.0367,0,1,0,0,0,0,1,3,1,0,1
1,5,2,0,0,1,1,1,1,1,1,1,1,0.8491,1,96,1,0,0,0,0,0,0,0,0,0.0846,5,1.3166,164.66,0,0,0,0,0,50781.24,0.1865,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,10,0.1202,0.0501,0,0,1,1,0,0,0,5,0,1,1
2,1,2,0,0,0,1,0,0,0,1,0,0,0.432,1,65,0,0,0,0,0,0,0,0,0,0.0427,8,1.1937,57.28,0,0,0,0,0,36612.95,0.1171,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,1,1,1,0,0,0,1,0.0842,0.1215,0,0,1,0,0,1,0,2,0,1,0
1,4,2,0,0,1,1,0,1,1,1,1,1,0.7526,0,58,1,1,0,0,0,0,0,0,0,0.0802,8,1.0811,174.28,0,0,0,0,0,68278.96,0.1747,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4,0.0877,0.0545,0,0,1,1,0,0,0,2,0,1,1
1,4,1,0,0,1,1,1,1,1,1,1,1,0.447,1,66,1,1,0,0,0,0,0,0,0,0.0453,8,1.1786,144.28,0,1,0,0,0,71462.18,0.0467,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,28,0.235,0.0698,1,0,0,0,0,0,1,4,0,1,0
7,15,64,0,0,1,0,1,0,0,0,1,1,0.8508,0,122,0,0,0,0,0,0,0,0,0,0.0534,4,1.205,54.24,0,0,0,1,1,13305136.83,0.7863,1,1,1,1,3.05,16,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.5149,0.3714,0,0,1,1,0,0,0,1,1,0,1
4,21,44,1,0,1,0,1,1,0,0,1,1,0.7359,1,132,1,1,0,1,1,1,1,1,0,0.4696,487,12.2046,75.79,1,1,1,0,0,929740.38,0.098,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.8952,0.6457,0,0,1,1,0,0,0,1,1,0,1
7,4,2,0,0,0,0,0,0,0,0,0,0,0.2414,0,37,0,1,0,0,0,0,0,0,0,0.0719,9,1.2686,60.41,0,0,0,0,0,0.0,0.1557,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0.0508,0.0316,0,0,1,0,1,0,0,0,0,1,0
1,3,35,1,0,1,0,1,0,1,0,1,1,0.9283,1,164,1,1,1,0,1,1,1,0,1,0.5364,150,5.8003,277.01,1,1,0,0,0,415992.26,0.0242,1,0,0,1,9.65,0,4,2,8,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,20,0.0849,0.0279,1,0,0,1,0,0,0,4,1,0,1
2,5,1,1,0,0,1,0,0,0,1,0,0,0.4557,1,160,1,1,0,0,0,0,0,0,0,0.0213,2,1.2248,107.62,0,0,0,0,0,42320.48,0.1727,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,0,0,1,1,0,1,0,1,3,0.077,0.0556,0,0,1,1,0,0,0,2,0,1,0
2,15,54,1,0,1,0,1,0,0,0,1,1,0.4959,1,41,1,1,0,0,0,0,0,0,0,0.0582,1,1.2245,43.46,0,0,0,1,1,6499571.03,0.9895,1,1,1,1,5.29,10,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0.3036,0.1095,0,0,1,1,0,0,0,4,1,0,0
7,12,64,1,0,1,0,1,1,0,0,1,1,0.7957,1,181,1,1,0,0,0,0,0,0,0,0.0544,4,1.0502,153.51,0,0,0,1,1,2989294.26,0.3932,1,1,1,1,24.73,20,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0.3159,0.0938,0,0,1,1,0,0,0,4,1,0,1
27,18,68,0,0,1,0,1,1,0,0,1,1,0.6188,1,281,1,0,0,1,1,1,1,1,0,0.8101,328,12.3007,26.3,1,1,1,0,0,782449.06,0.0668,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0.2011,0.0661,1,0,0,1,0,0,0,4,1,1,0
2,11,92,1,0,1,0,1,0,0,0,1,1,0.8427,1,90,0,0,0,0,0,0,0,0,0,0.0,7,1.1363,120.32,0,0,0,1,1,11305188.96,0.6319,1,1,1,1,2.15,25,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6144,0.8864,1,0,0,1,0,0,0,1,1,0,1
1,4,66,1,0,1,0,1,0,1,0,1,1,0.959,1,106,0,0,1,0,0,0,0,0,1,0.5783,60,7.3965,274.84,1,1,0,0,0,2917712.39,0.0613,0,0,0,1,13.03,0,2,3,10,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.8046,0.7324,0,0,1,1,0,0,0,1,1,0,0
2,25,43,0,0,1,0,1,1,1,0,1,1,0.4083,1,162,1,1,1,0,1,1,0,0,1,0.5343,76,3.5259,46.23,1,1,0,0,0,1221957.61,0.0847,0,0,0,1,21.59,0,2,1,8,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,31,0.2868,0.0828,1,0,0,1,0,0,0,4,1,1,0
1,10,7,1,0,1,0,1,1,1,0,1,1,0.7273,1,119,1,1,1,0,1,1,1,0,1,0.7569,114,4.7198,277.81,1,1,0,0,0,3490065.53,0.0651,0,0,0,1,8.11,0,3,4,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,0.1224,0.0531,1,0,0,0,0,1,0,5,1,0,1
2,5,1,0,0,0,1,0,1,0,1,0,0,0.6222,0,65,1,1,0,0,0,0,0,0,0,0.0916,4,1.029,76.37,0,0,0,0,0,13691.5,0.0031,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,0,1,1,0,0,0,0,2,0.0956,0.0871,0,0,1,0,0,0,1,2,0,1,0
2,4,1,0,0,0,1,0,0,0,1,0,1,0.6,1,138,1,0,0,0,0,0,0,0,0,0.0737,5,1.1413,88.02,0,0,0,0,0,14531.07,0.0008,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0.0536,0.0774,0,0,1,0,0,1,0,2,0,1,0
1,4,1,0,0,0,1,0,0,0,1,0,0,0.7483,1,19,0,1,0,0,0,0,0,0,0,0.1299,2,1.0687,164.12,0,0,0,0,0,35406.65,0.1365,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,5,0,0,0,1,1,0,0,0,0,3,0.0224,0.0162,0,0,1,0,1,0,0,2,0,1,0
7,5,21,1,0,1,0,1,0,0,0,1,1,0.8202,1,172,0,0,0,1,1,1,1,1,0,0.6103,486,6.7263,67.78,1,1,1,0,0,858233.31,0.0044,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0.2059,0.0937,1,0,0,0,1,0,0,3,1,1,0
2,1,1,0,0,1,1,1,0,1,1,1,0,0.6312,1,149,1,1,0,0,0,0,0,0,0,0.0592,6,1.2521,122.76,0,0,0,0,0,77948.56,0.1252,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.0656,0.0473,1,0,0,1,0,0,0,2,0,1,0
27,25,62,1,0,1,0,1,1,1,0,1,1,0.723,1,71,1,1,1,0,1,1,1,0,1,0.5981,50,6.8092,192.83,1,1,0,0,0,3642643.37,0.0957,1,0,0,1,7.79,0,4,4,9,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,0.1923,0.0835,0,0,1,1,0,0,0,3,1,0,1
1,5,2,0,0,1,0,0,0,0,0,0,0,0.1792,0,32,0,0,0,0,0,0,0,0,0,0.0233,1,1.0045,142.07,0,0,0,0,0,0.0,0.171,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0327,0.0472,0,0,1,0,1,0,0,0,0,1,0
7,5,2,0,0,1,1,0,1,1,1,1,0,0.8512,1,112,0,1,0,0,0,0,0,0,0,0.0494,7,1.1723,154.93,0,0,0,0,0,135594.37,0.0452,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4,0.025,0.0155,1,0,0,0,0,0,1,2,0,1,1
4,22,72,1,0,1,0,1,0,1,0,1,1,0.7133,1,130,1,1,1,0,1,1,1,0,1,0.9118,44,5.7899,160.18,1,1,0,0,0,3846581.02,0.109,0,0,0,1,1.15,0,2,1,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.1239,0.0691,0,0,1,0,1,0,0,5,1,0,1
7,4,34,1,0,1,0,1,0,0,0,1,1,0.5339,1,78,1,1,0,0,0,0,0,0,0,0.0899,7,1.0231,90.72,0,0,0,1,1,7058060.0,0.9447,1,1,1,1,3.5,21,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0.1303,0.0494,1,0,0,1,0,0,0,4,1,0,0
1,4,2,0,0,1,1,0,0,1,1,1,1,0.4345,1,73,0,0,0,0,0,0,0,0,0,0.0569,3,1.2007,158.18,0,0,0,0,0,105023.75,0.0719,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,43,0.0822,0.0217,1,0,0,0,1,0,0,4,0,1,0
7,5,2,0,0,0,1,0,1,0,1,0,1,0.5639,1,31,0,1,0,0,0,0,0,0,0,0.0233,2,1.2691,121.07,0,0,0,0,0,43638.35,0.0151,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0.0203,0.0185,0,0,1,1,0,0,0,0,0,1,0
2,3,2,1,0,1,1,1,1,1,1,1,1,0.7564,1,126,1,0,0,0,0,0,0,0,0,0.0538,5,1.0,178.13,0,0,0,0,0,50271.96,0.1118,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0546,0.0788,1,0,0,0,1,0,0,2,0,1,1
1,3,2,0,0,0,1,1,1,0,1,0,0,0.4238,1,92,0,1,0,0,0,0,0,0,0,0.0912,3,1.2408,133.61,0,0,0,0,0,25759.06,0.1054,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0139,0.0201,0,0,1,0,0,0,1,2,0,1,0
15,2,2,0,0,1,0,0,0,0,0,0,0,0.2283,0,7,0,0,0,0,0,0,0,0,0,0.0778,9,1.2661,177.65,0,0,0,0,0,0.0,0.0091,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0.032,0.0231,0,0,1,0,0,0,1,0,0,1,0
7,6,71,1,0,1,0,1,1,0,0,1,1,0.618,1,122,1,1,0,0,0,0,0,0,0,0.0,2,1.142,129.87,0,0,0,1,1,2981674.1,0.4532,1,1,1,1,27.11,8,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0.2708,0.0977,0,0,1,0,1,0,0,4,1,0,1
1,18,21,1,0,1,0,1,0,0,0,1,1,0.7461,1,303,1,1,0,1,1,1,1,1,0,0.775,104,12.2939,70.2,1,1,1,0,0,1611692.64,0.0159,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0.1004,0.0483,0,1,0,1,0,0,0,3,1,1,1
2,3,2,0,0,0,0,0,0,0,0,0,0,0.2026,0,15,0,0,0,0,0,0,0,0,0,0.1013,7,1.2102,127.45,0,0,0,0,0,0.0,0.1581,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.0239,0.0217,0,0,1,0,1,0,0,0,0,1,0
2,10,72,1,0,1,0,1,0,0,0,1,1,0.7498,1,176,1,1,0,0,0,0,0,0,0,0.0942,8,1.0,152.23,0,0,0,1,1,1134442.76,0.5274,1,1,1,1,2.66,22,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0.2745,0.0842,0,0,1,0,1,0,0,4,1,0,1
1,4,1,0,0,0,1,0,0,0,1,0,0,0.6257,1,137,0,0,0,0,0,0,0,0,0,0.0461,4,1.1498,72.89,0,0,0,0,0,5478.95,0.0991,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,1,0.0619,0.0893,0,0,1,1,0,0,0,2,0,1,0
2,2,1,0,0,0,0,0,0,0,0,0,0,0.2139,0,27,1,1,0,0,0,0,0,0,0,0.0196,7,1.3403,156.18,0,0,0,0,0,0.0,0.0506,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.0646,0.0588,0,0,1,1,0,0,0,0,0,1,0
4,17,62,1,0,1,0,1,0,1,0,1,1,0.8378,1,65,1,1,1,0,1,1,1,0,1,0.8299,65,4.2872,265.78,1,1,0,0,0,757294.98,0.0346,1,0,0,1,8.86,0,2,3,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0.0672,0.028,1,0,0,1,0,0,0,5,1,1,1
4,18,81,1,0,1,0,1,0,0,0,1,1,0.5115,1,90,1,1,0,0,0,0,0,0,0,0.024,1,1.0622,79.19,0,0,0,1,1,7659619.21,0.6999,1,1,1,1,9.21,17,0,0,15,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0.3015,0.0949,1,0,0,0,0,0,1,4,1,0,0
2,3,2,0,0,0,0,0,0,0,0,0,0,0.2533,0,43,0,1,0,0,0,0,0,0,0,0.0685,6,1.0434,34.9,0,0,0,0,0,0.0,0.1694,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.0832,0.0757,0,0,1,0,1,0,0,0,0,1,0
1,3,1,0,0,1,1,1,0,1,1,1,0,0.4667,1,111,1,1,0,0,0,0,0,0,0,0.1453,5,1.0,84.27,0,1,0,0,0,132072.3,0.1378,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,0.0638,0.046,1,0,0,0,0,0,1,2,0,1,0
7,4,1,0,0,0,1,0,1,0,1,0,0,0.6452,1,29,1,1,0,0,0,0,0,0,0,0.0757,5,1.0186,96.37,0,0,0,0,0,34228.56,0.1999,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,0,0,1,1,1,0,0,0,3,0.0444,0.0321,0,0,1,0,0,0,1,2,0,1,0
1,3,1,0,0,1,1,1,0,1,1,1,1,0.6607,1,129,1,1,0,0,0,0,0,0,0,0.1316,2,1.148,64.18,0,0,0,0,0,47510.59,0.1343,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0.1399,0.0781,1,0,0,0,0,1,0,5,0,1,0
27,20,57,1,1,1,0,1,0,1,0,1,1,0.4113,0,36,1,1,1,0,1,1,1,0,1,0.7017,75,7.7973,89.74,1,1,0,0,0,1830792.11,0.1644,0,0,0,1,3.6,0,4,3,5,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0.1841,0.0946,1,0,0,0,1,0,0,3,1,0,0
7,24,18,1,0,1,0,1,0,0,0,1,1,0.5637,1,59,1,0,0,0,0,0,0,0,0,0.0519,1,1.0284,43.74,0,0,0,1,1,5035991.88,0.7368,1,1,1,1,8.85,19,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0.1322,0.0602,1,0,0,0,0,0,1,3,1,0,0
1,4,2,0,0,0,0,0,0,0,0,0,0,0.1339,0,27,0,0,0,0,0,0,0,0,0,0.0967,1,1.041,134.19,0,0,0,0,0,0.0,0.1382,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0374,0.0539,0,0,1,0,1,0,0,0,0,1,0
1,1,1,0,0,0,1,0,0,0,1,0,0,0.5138,1,51,0,0,0,0,0,0,0,0,0,0.0652,5,1.1579,79.04,0,0,0,0,0,27620.56,0.0748,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,0,0,1,0,0,0,0,0,2,0.0213,0.0194,0,0,1,0,1,0,0,2,0,1,0
2,12,14,1,0,1,0,1,0,1,0,1,1,0.8529,1,85,1,1,1,0,1,0,0,0,1,0.7457,113,6.0622,243.75,1,1,0,0,0,1839810.96,0.1282,1,0,0,1,14.91,0,5,3,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0809,0.0416,0,0,1,0,1,0,0,5,1,0,1
1,21,82,1,0,1,0,1,1,1,0,1,1,0.8321,1,144,1,1,1,0,1,1,1,0,1,0.6681,117,3.937,250.93,1,1,0,0,0,549088.09,0.1176,1,0,0,1,36.59,0,5,2,9,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,0.195,0.0785,1,0,0,1,0,0,0,5,1,1,1
4,4,1,0,0,1,1,1,1,1,1,1,1,0.6276,0,177,0,0,0,0,0,0,0,0,0,0.1103,6,1.039,51.87,0,1,0,0,0,52383.88,0.1762,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0.1546,0.096,0,1,0,0,0,0,1,5,0,1,0
7,1,2,1,0,0,1,0,1,0,1,0,1,0.6671,0,39,0,0,0,0,0,0,0,0,0,0.066,1,1.1472,79.77,0,0,0,0,0,18316.76,0.0214,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,1,1,0,2,0.0576,0.0525,0,0,1,0,0,0,1,2,0,1,0
1,1,1,0,0,1,1,0,0,1,1,1,1,0.6708,1,29,1,1,0,0,0,0,0,0,0,0.053,6,1.1184,131.38,0,0,0,0,0,139900.94,0.0301,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.0857,0.0618,0,0,1,0,0,0,1,2,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0.0853,0,33,0,0,0,0,0,0,0,0,0,0.0582,4,1.2724,58.92,0,0,0,0,0,0.0,0.1334,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0.027,0.0195,0,0,1,0,1,0,0,0,0,1,0
7,4,1,0,0,1,1,1,0,1,1,1,0,0.6723,1,128,0,0,0,0,0,0,0,0,0,0.1241,5,1.0,60.4,0,1,0,0,0,78472.59,0.0285,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10,0.1281,0.0534,0,0,1,0,0,0,1,5,0,1,0
1,16,85,1,0,1,0,1,1,1,0,1,1,0.6539,1,84,0,0,1,0,1,1,1,0,1,0.7174,114,3.8216,76.72,1,1,0,0,0,539565.03,0.1069,1,0,0,1,8.39,0,4,3,4,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,37,0.098,0.027,1,0,0,1,0,0,0,4,1,1,0
4,21,26,1,0,1,0,1,1,0,0,1,1,0.7323,1,165,0,0,0,0,0,0,0,0,0,0.0874,2,1.0903,157.79,0,0,0,1,1,7214664.3,0.3639,1,1,1,1,6.22,14,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0.1559,0.053,1,0,0,0,1,0,0,4,1,0,1
1,24,67,0,0,1,0,1,1,1,0,1,1,0.635,1,165,0,0,1,0,0,0,1,0,1,0.6635,125,7.1518,267.79,1,1,0,0,0,2134336.69,0.0464,1,0,0,1,17.08,0,3,4,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0.1788,0.086,1,0,0,0,1,0,0,5,1,1,0
1,4,2,0,0,0,0,0,0,0,0,0,0,0.3774,1,44,1,1,0,0,0,0,0,0,0,0.0,1,1.1234,82.95,0,0,0,0,0,0.0,0.1493,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0254,0.0367,0,0,1,0,0,0,1,0,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0.3366,0,1,0,0,0,0,0,0,0,0,0,0.0562,4,1.0,174.59,0,0,0,0,0,0.0,0.1006,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.0629,0.0572,0,0,1,0,1,0,0,0,0,1,0
2,1,2,0,0,1,1,1,1,1,1,1,1,0.4716,1,115,1,1,0,0,0,0,0,0,0,0.0704,9,1.2435,125.93,0,1,0,0,0,24070.07,0.0015,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,30,0.1062,0.0309,0,0,1,0,0,0,1,4,0,1,0
